OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
27604,2016,Multifamily LR (1-4),Low-Rise Multifamily,Park Meridian,11224 Meridian Ave N,Seattle,WA,98133,4468400160,5,NORTHWEST,47.71027,-122.33364,1977,1,3,"40,362",0,"40,362",Multifamily Housing,Multifamily Housing,"35,114",,,,,,97,19.60000038,20.39999962,61.59999847,63.90000153,"689,082.3125","714,641.625",0,"201,958.4063","689,082",0,0,false,,Compliant,,4.8,0.12
27606,2016,Multifamily LR (1-4),Low-Rise Multifamily,Osprey Apartments,2116 N 112TH ST,Seattle,WA,98133,4468400195,5,NORTHWEST,47.7098,-122.33319,1973,1,4,"25,160",0,"25,160",Multifamily Housing,Multifamily Housing,"25,160",,,,,,94,19.5,20.5,61.29999924,64.5,"491,218","516,606.1875",0,"143,967.7031","491,218",0,0,false,,Compliant,,3.42,0.14
27607,2016,Multifamily LR (1-4),Low-Rise Multifamily,Ethyle Manor Apartments,2138 n 112th At,Seattle,WA,98133,4468400220,5,NORTHWEST,47.70986,-122.33227,1971,1,4,"26,254",0,"26,254",Multifamily Housing,Multifamily Housing,"26,254",,,,,,73,23.79999924,24.89999962,74.69999695,78,"624,269.625","652,530",0,"182,962.9063","624,269",0,0,false,,Compliant,,4.35,0.17
27610,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Luxe,500 5th Ave W,Seattle,WA,98119,4468500000,7,MAGNOLIA / QUEEN ANNE,47.62351,-122.36296,1968,1,7,"40,248",0,"40,248","Multifamily Housing, Parking",Multifamily Housing,"40,428",Parking,"13,000",,,,47,38.59999847,40.09999847,121.0999985,125.9000015,"1,559,199.25","1,621,425",0,"456,975.0938","1,559,199",0,0,false,,Compliant,,10.87,0.27
27620,2016,Multifamily LR (1-4),Low-Rise Multifamily,Madison Lofts Condominiums,2914 E Madison St.,Seattle,WA,98112,5014800000,3,EAST,47.62444,-122.29516,2008,1,3,"34,629",0,"34,629","Multifamily Housing, Parking",Multifamily Housing,"34,629",Parking,"8,428",,,,68,23.70000076,24.70000076,72.09999847,75.5,"819,003.3125","856,758.8125",0,"229,482.5","782,994",360.0899658,"36,009",false,,Compliant,,7.37,0.21
27622,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Madison Park Place,2000 43rd Avenue E,Seattle,WA,98112,5015200000,3,EAST,47.63716,-122.2765,1985,1,5,"38,430",0,"38,430",Multifamily Housing,Multifamily Housing,"37,817",,,,,,,35.79999924,38.09999847,112.3000031,119.6999969,"1,353,079.5","1,441,046.875",0,"396,564.9063","1,353,079",0,0,false,,Compliant,,9.43,0.25
27625,2016,Multifamily LR (1-4),Low-Rise Multifamily,Madison Park Waterfront Condos,1800 43rd Ave E,Seattle,WA,98112,5015500000,3,EAST,47.63474,-122.27642,1964,1,4,"32,366",0,"32,366",Multifamily Housing,Multifamily Housing,"32,366",,,,,,89,24.79999924,26.70000076,78,83.69999695,"804,194.125","863,212.3125",0,"235,695.7969","804,194",0,0,false,,Compliant,,5.61,0.17
27634,2016,Multifamily LR (1-4),Low-Rise Multifamily,Twin Birches Apartments,800 2nd Ave N,Seattle,WA,98109,5457800191,7,MAGNOLIA / QUEEN ANNE,47.62664,-122.35236,1957,1,3,"27,246",0,"27,246",Multifamily Housing,Multifamily Housing,"27,246",,,,,,97,23.89999962,23.89999962,57.90000153,57.90000153,"650,205.8125","650,205.8125",0,"125,511.8984","428,247","2,219.590088","221,959",false,,Compliant,,14.77,0.54
27651,2016,Multifamily LR (1-4),Low-Rise Multifamily,Nob Hill,900 Nob Hill Ave N,Seattle,WA,98109,5457801235,7,MAGNOLIA / QUEEN ANNE,47.62749,-122.34992,1963,1,4,"25,082",0,"25,082",Multifamily Housing,Multifamily Housing,"22,381",,,,,,,21.20000076,22.79999924,66.59999847,71.59999847,"474,468.5938","510,645.5938",0,"139,058.7969","474,469",0,0,false,,Compliant,,3.31,0.13
27652,2016,Multifamily LR (1-4),Low-Rise Multifamily,24759-Brookdale Queen Anne,805 4th Ave N,Seattle,WA,98109,5457801250,7,MAGNOLIA / QUEEN ANNE,47.62672,-122.34923,2006,1,3,"145,085",0,"145,085","Multifamily Housing, Parking, Senior Care Community",Multifamily Housing,"188,294",Parking,"23,385",Parking,"23,385",,96,30.5,31.89999962,72.09999847,74.40000153,"5,751,330.5","6,005,926.5",0,"1,055,645.25","3,601,862","21,494.67969","2,149,468",false,,Compliant,,139.27,0.96
27655,2016,Multifamily LR (1-4),Low-Rise Multifamily,Auditorium Apartments,605 5th Ave. N,Seattle,WA,98109,5457801380,7,DOWNTOWN,47.60377,-122.32971,1926,1,4,"47,276",0,"47,276",Multifamily Housing,Multifamily Housing,"47,276",,,,,,92,25,25.79999924,58.79999924,61.40000153,"1,179,869","1,219,025.75",0,"216,311.7969","738,056","4,418.129883","441,813",false,,Compliant,,28.61,0.61
27656,2016,Multifamily LR (1-4),Low-Rise Multifamily,DELMONT APTS (ID27656),403 ROY ST,Seattle,WA,98109,5457801400,7,MAGNOLIA / QUEEN ANNE,47.62517,-122.3486,1910,1,4,"22,344",0,"22,344",Multifamily Housing,Multifamily Housing,"22,344",,,,,,,25.20000076,25.60000038,45.20000076,45.59999847,"564,168.5","572,672.8125",0,"58,461.5","199,471","3,646.97998","364,698",false,,Compliant,,20.76,0.93
27658,2016,Multifamily LR (1-4),Low-Rise Multifamily,QUEENS OAKS APTS (ID27658),718 4TH AVE N,Seattle,WA,98109,5457801460,7,MAGNOLIA / QUEEN ANNE,47.62612,-122.34847,1957,1,3,"22,331",0,"22,331",Multifamily Housing,Multifamily Housing,"22,331",,,,,,88,32.40000153,35.20000076,75.40000153,83.30000305,"723,032.625","785,187.3125",0,"129,538.2969","441,985","2,810.47998","281,048",false,,Compliant,,18.01,0.81
27659,2016,Multifamily LR (1-4),Senior Care Community,24759-Brookdale Queen Anne (800) (Do Not Use),800 4th Ave,Seattle,WA,98109,5457801520,7,MAGNOLIA / QUEEN ANNE,47.62684,-122.34843,2006,1,3,"56,380",0,"56,380","Parking, Senior Care Community",Senior Care Community,"39,650",Parking,"23,385",,,,100,43.5,46.79999924,101.8000031,108.3000031,"1,725,558","1,854,976.875",0,"311,716.8125","1,063,578","6,619.800293","661,980",false,,Compliant,,42.57,0.76
27668,2016,NonResidential,Other,Bailey Boushay House,2720 East Madison,Seattle,WA,98112,5016001680,3,Central,47.62342,-122.29688,1991,1,3,"34,074",0,"34,074",Other/Specialty Hospital,Other/Specialty Hospital,"34,074",,,,,,,250.1000061,253.8999939,483.7000122,487.7000122,"8,521,989","8,652,913",0,"1,056,210.125","3,603,789","49,182","4,918,200",false,,Compliant,,286.33,8.4
27673,2016,NonResidential,Hotel,Hotel1000,1000 1st Ave.,Seattle,WA,98104,5017300000,7,DOWNTOWN,47.60505,-122.3361,2006,0,10,"392,552","22,225","370,327","Hotel, Parking",Hotel,"198,400",Parking,"52,400",,,,23,88,87.30000305,207.3999939,205.1000061,"17,457,560","17,311,366",0,"3,198,977.5","10,914,911","65,426.46484","6,542,646",false,,Compliant,,423.57,1.08
27679,2016,Multifamily LR (1-4),Low-Rise Multifamily,Magnolia Suites,2410 W Manor Pl,Seattle,WA,98199,5036300005,7,MAGNOLIA / QUEEN ANNE,47.65397,-122.38806,1977,1,4,"35,835",0,"35,835","Multifamily Housing, Parking",Multifamily Housing,"28,196",Parking,"7,639",,,,95,26.39999962,28.10000038,82.90000153,88.30000305,"744,234.5","792,776.875",0,"218,122.5938","744,234",0,0,false,,Compliant,,5.19,0.14
27680,2016,Multifamily LR (1-4),Low-Rise Multifamily,Magnolia Vista,3711 27th Place West,Seattle,WA,98199,5036300165,7,MAGNOLIA / QUEEN ANNE,47.65332,-122.39163,1968,1,4,"30,000",0,"30,000",Multifamily Housing,Multifamily Housing,"30,000",,,,,,89,19.79999924,21.10000038,62.20000076,66.19999695,"594,612.875","632,329.3125",0,"174,271","594,613",0,0,false,,Compliant,,4.15,0.14
27681,2016,Multifamily LR (1-4),Low-Rise Multifamily,Crestview Apartments,2701 West Manor Place,Seattle,WA,98199,5036300260,7,MAGNOLIA / QUEEN ANNE,47.65273,-122.39162,1968,1,4,"25,959",0,"25,959",Multifamily Housing,Multifamily Housing,"25,959",,,,,,61,26,27.70000076,81.69999695,87.09999847,"675,446.875","720,035.625",0,"197,962.0938","675,447",0,0,false,,Compliant,,4.71,0.18
27682,2016,Multifamily LR (1-4),Low-Rise Multifamily,Magnolia Crest Apts.,2727 W Manor Pl,Seattle,WA,98199,5036300270,7,MAGNOLIA / QUEEN ANNE,47.65245,-122.39186,1968,1,4,"25,326",0,"25,326",Multifamily Housing,Multifamily Housing,"25,326",,,,,,85,21.79999924,23,68.5,72.09999847,"552,401.1875","581,866",0,"161,899.5","552,401",0,0,false,,Compliant,,3.85,0.15
27683,2016,Multifamily LR (1-4),Low-Rise Multifamily,Magnolian Apts,3520 28th Ave W,Seattle,WA,98199,5036300290,7,MAGNOLIA / QUEEN ANNE,47.65211,-122.39234,1967,1,4,"37,086",0,"37,086",Multifamily Housing,Multifamily Housing,"37,086",,,,,,86,20.79999924,22.10000038,65.19999695,69.5,"770,345.625","821,275.375",0,"225,775.4063","770,346",0,0,false,,Compliant,,5.37,0.14
27684,2016,Multifamily LR (1-4),Low-Rise Multifamily,The Maggie Apartments,3539 27th Pl W,Seattle,WA,98199,5036300350,7,MAGNOLIA / QUEEN ANNE,47.65249,-122.39099,1969,1,4,"56,104",0,"56,104","Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,"56,104",Parking,"2,816",Swimming Pool,0,,45,28.89999962,30.10000038,90.59999847,94.59999847,"1,618,779.125","1,690,284.375",0,"474,437","1,618,779",0,0,false,,Compliant,,11.29,0.2
27685,2016,Multifamily LR (1-4),Low-Rise Multifamily,Casa Ladaro,3535 27th Pl W,Seattle,WA,98199,5036300461,7,MAGNOLIA / QUEEN ANNE,47.65203,-122.39014,1968,1,4,"23,705",0,"23,705","Multifamily Housing, Parking",Multifamily Housing,"42,251",Parking,"3,381",,,,53,27.5,28.79999924,86.30000305,90.59999847,"1,161,312.5","1,218,827.25",0,"340,361.1875","1,161,312",0,0,false,,Compliant,,8.1,0.34
27687,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Overlook at Magnolia Building E,3501 26th Pl W.,Seattle,WA,98199,5036300600,7,MAGNOLIA / QUEEN ANNE,47.65201,-122.3891,1970,1,5,"28,185",0,"28,185",Multifamily Housing,Multifamily Housing,"28,185",,,,,,73,26.10000038,27.70000076,82.09999847,87.09999847,"736,838","781,689.125",0,"215,954.9063","736,838",0,0,false,,Compliant,,5.14,0.18
27688,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Overlook at Magnolia Building C,3520 27th Pl. W.,Seattle,WA,98199,5036300605,7,MAGNOLIA / QUEEN ANNE,47.65295,-122.39078,1970,1,5,"39,900",0,"39,900",Multifamily Housing,Multifamily Housing,"39,900",,,,,,80,21.10000038,22.10000038,66.40000153,69.5,"843,622.875","883,023.375",0,"247,251.7031","843,623",0,0,false,,Compliant,,5.88,0.15
27689,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Overlook at Magnolia Building A,3530 27th Place W,Seattle,WA,98199,5036300620,7,MAGNOLIA / QUEEN ANNE,47.65295,-122.39078,1968,1,5,"40,560",0,"40,560",Multifamily Housing,Multifamily Housing,"40,560",,,,,,48,30.60000038,32,96.19999695,100.5,"1,242,478.75","1,298,727.25",0,"364,149.5938","1,242,478",0,0,false,,Compliant,,8.66,0.21
27690,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Overlook at Magnolia Building B,2601 W. Manor Pl.,Seattle,WA,98199,5036300640,7,MAGNOLIA / QUEEN ANNE,47.6531,-122.39027,1968,1,5,"44,687",0,"44,687",Multifamily Housing,Multifamily Housing,"44,687",,,,,,65,26.60000038,27.89999962,83.5,87.5,"1,188,994.625","1,244,611",0,"348,474.4063","1,188,995",0,0,false,,Compliant,,8.29,0.19
27691,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Overlook at Magnolia Building G,3401 25th Ave W.,Seattle,WA,98199,5036300675,7,MAGNOLIA / QUEEN ANNE,47.65068,-122.38877,1973,1,5,"32,441",0,"32,441",Multifamily Housing,Multifamily Housing,"32,441",,,,,,56,26.10000038,27.79999924,82,87.30000305,"847,298.8125","901,683.125",0,"248,329.0938","847,299",0,0,false,,Compliant,,5.91,0.18
27692,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Overlook at Magnolia Building H,3425 25th Ave W.,Seattle,WA,98199,5036300680,7,MAGNOLIA / QUEEN ANNE,47.65115,-122.38881,1973,1,5,"33,466",0,"33,466",Multifamily Housing,Multifamily Housing,"33,466",,,,,,79,23.10000038,24.60000038,72.5,77.19999695,"772,379.3125","822,834.375",0,"226,371.4063","772,379",0,0,false,,Compliant,,5.38,0.16
27693,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Overlook at Magnolia Building J,3430 26th Ave W,Seattle,WA,98199,5036300690,7,MAGNOLIA / QUEEN ANNE,47.6513,-122.38887,1973,1,5,"36,178",0,"36,178",Multifamily Housing,Multifamily Housing,"36,178",,,,,,76,23,24.10000038,72.09999847,75.80000305,"830,286.5","873,461.875",0,"243,343","830,286",0,0,false,,Compliant,,5.79,0.16
27694,2016,Multifamily LR (1-4),Low-Rise Multifamily,Overlook at Magnolia Building K,3500 25th Ave. W.,Seattle,WA,98199,5036300750,7,MAGNOLIA / QUEEN ANNE,47.65186,-122.38842,1974,1,4,"29,588",0,"29,588",Multifamily Housing,Multifamily Housing,"29,588",,,,,,84,22.89999962,24.20000076,71.90000153,76.09999847,"677,476.6875","716,977",0,"198,557","677,476",0,0,false,,Compliant,,4.72,0.16
27696,2016,Multifamily LR (1-4),Low-Rise Multifamily,Overlook at Magnolia Building L,3451 24th Ave. W,Seattle,WA,98199,5036300930,7,MAGNOLIA / QUEEN ANNE,47.65185,-122.38782,1974,1,4,"34,602",0,"34,602",Multifamily Housing,Multifamily Housing,"34,602",,,,,,85,21.89999962,23.20000076,68.69999695,73,"756,908.8125","803,976.625",0,"221,837.2969","756,909",0,0,false,,Compliant,,5.28,0.15
27701,2016,Multifamily LR (1-4),Low-Rise Multifamily,Magnolia Ridge Condominium,2510 West Bertona,Seattle,WA,98199,5037800000,7,MAGNOLIA / QUEEN ANNE,47.65083,-122.38937,1968,1,4,"32,452",0,"32,452",Multifamily Housing,Multifamily Housing,"32,452",,,,,,100,10.89999962,11.80000019,34.09999847,36.90000153,"352,136","381,799.6875",0,"103,205.1016","352,136",0,0,false,,Compliant,,2.45,0.08
27703,2016,NonResidential,Worship Facility,(ID27703) International Full Gospel Fellowship,12345 8TH AVE NE,Seattle,WA,98125,6413600295,5,North,47.71856,-122.32084,1961,1,2,"76,475",0,"76,475","Other - Education, Worship Facility",Worship Facility,"45,442",Other - Education,"31,033",,,,,23.10000038,25,39.90000153,42.20000076,"1,765,813.625","1,913,404.25",0,"168,007.2031","573,241","11,925.72949","1,192,573",false,,Compliant,,67.33,0.88
27704,2016,NonResidential,K-12 School,Seattle Jewish Community School,12351 8th Ave NE,Seattle,WA,98125,6413600296,5,North,47.71923,-122.32171,1988,1,2,"32,961",0,"32,961",K-12 School,K-12 School,"32,961",,,,,,86,47.70000076,52.20000076,78.40000153,83.09999847,"1,573,155","1,719,595.125",0,"130,908.2031","446,659","11,264.95996","1,126,496",false,,Compliant,,62.94,1.91
27707,2016,Multifamily LR (1-4),Low-Rise Multifamily,Roosevelt Place Apartments,12527 Roosevelt Way NE,Seattle,WA,98125,6414100161,5,North,47.72004,-122.31924,1986,1,3,"28,470",0,"28,470","Multifamily Housing, Parking",Multifamily Housing,"25,144",Parking,"3,326",,,,71,27.39999962,28.79999924,86,90.30000305,"688,375.1875","723,333.1875",0,"201,751.2031","688,375",0,0,false,,Compliant,,4.8,0.17
27716,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Osborn Condominiums,4123 California Ave SW,Seattle,WA,98116,6420800000,1,SOUTHWEST,47.56574,-122.38716,2006,1,5,"31,299",0,"31,299",Multifamily Housing,Multifamily Housing,"31,299",,,,,,34,32.70000076,35.20000076,90.40000153,95.19999695,"1,022,114.5","1,103,066.25",0,"246,382.2969","840,656","1,814.579956","181,458",false,,Compliant,,15.5,0.5
27721,2016,Nonresidential COS,Other,The Seattle Public Library - Greenwood Branch,8016 Greenwood Ave N,Seattle,WA,98103,6430500081,6,NORTHWEST,47.6875,-122.35496,2004,1,1,"27,376","14,570","12,806","Library, Parking",Library,"12,806",Parking,0,,,,,84.59999847,90.30000305,197.8999939,203.1999969,"1,082,920.125","1,155,795.125",0,"195,934.9063","668,530","4,143.899902","414,390",false,,Compliant,,26.67,0.97
27734,2016,Multifamily LR (1-4),Low-Rise Multifamily,Magnolia View,2562 Thorndyke Ave W,Seattle,WA,98199,5039100000,7,MAGNOLIA / QUEEN ANNE,47.64273,-122.38414,1969,0,4,"24,444",0,"24,444",Multifamily Housing,Multifamily Housing,"24,444",,,,,,93,20.79999924,22.5,65.40000153,70.59999847,"509,171.4063","549,833",0,"149,229.5938","509,171",0,0,true,,Error - Correct Default Data,,3.55,0.15
27736,2016,Multifamily LR (1-4),Low-Rise Multifamily,(ID27736) Magnolia Villager,2858 32ND AVE W,Seattle,WA,98199,5041800000,7,MAGNOLIA / QUEEN ANNE,47.64611,-122.39791,1978,1,4,"27,997",0,"27,997",Multifamily Housing,Multifamily Housing,"27,997",,,,,,21,26.70000076,29,83.80000305,91,"747,384.5","811,476.625",0,"219,045.7969","747,384",0,0,false,,Compliant,,5.21,0.19
27738,2016,Multifamily LR (1-4),Low-Rise Multifamily,Evanston Arms Apartments,4417 Evanston AVE N,Seattle,WA,98103,5693501200,6,LAKE UNION,47.66087,-122.35133,1969,1,3,"25,268",0,"25,268","Multifamily Housing, Parking",Multifamily Housing,"22,151",Parking,"3,117",,,,79,25.20000076,26.89999962,79.30000305,84.5,"559,234.6875","596,007.625",0,"163,902.2969","559,235",0,0,false,,Compliant,,3.9,0.15
27744,2016,Multifamily LR (1-4),Mixed Use Property,Fremont Court,4464 Fremont Ave N,Seattle,WA,98103,5694000240,6,LAKE UNION,47.66133,-122.34973,1990,1,4,"45,111",0,"45,111","Multifamily Housing, Other, Parking, Urgent Care/Clinic/Other Outpatient",Multifamily Housing,"17,924",Parking,"15,056",Other,"5,510",,,37,39,116.0999985,122.5,"930,439.375","981,444.125",0,"272,696.1875","930,439",0,0,false,,Compliant,,6.49,0.14
27759,2016,Multifamily LR (1-4),Low-Rise Multifamily,Mirabella,4250 Aurora Ave N,Seattle,WA,98103,5694500625,4,LAKE UNION,47.65921,-122.34685,1997,1,4,"63,317",0,"63,317","Multifamily Housing, Office, Parking",Multifamily Housing,"42,448",Parking,"15,199",Office,"5,100",,75,27.89999962,29,87.59999847,91,"1,326,772.125","1,378,295.375",0,"388,854.5938","1,326,772",0,0,false,,Compliant,,9.25,0.15
27760,2016,Multifamily LR (1-4),Low-Rise Multifamily,The MILAN,4300-4320 Aurora Ave N,Seattle,WA,98103,5694500680,4,LAKE UNION,47.66027,-122.34704,1995,1,4,"66,300",0,"66,300","Multifamily Housing, Office, Parking",Multifamily Housing,"35,641",Parking,"21,761",Office,"9,630",,80,29.79999924,31.20000076,93.5,97.80000305,"1,348,497.125","1,410,611.25",0,"395,221.8125","1,348,497",0,0,false,,Compliant,,9.4,0.14
27774,2016,Multifamily LR (1-4),Low-Rise Multifamily,Guinevere Apartments,522 N 85th St,Seattle,WA,98103,6431500260,6,NORTHWEST,47.69079,-122.35157,2002,1,4,"183,524",0,"183,524","Multifamily Housing, Parking, Retail Store",Multifamily Housing,"109,489",Parking,"69,081",Retail Store,"4,954",,,27,27.89999962,84.69999695,87.5,"3,085,505","3,188,816.5",0,"904,309.6875","3,085,505",0,0,false,,Compliant,,21.51,0.12
27799,2016,Campus,K-12 School,The Bush School - Lower / Middle School,3400 East Harrison Street,Seattle,WA,98112,6600000120,3,CENTRAL,47.62291,-122.28879,1950,1,1,"109,794",0,"109,794",K-12 School,K-12 School,"109,794",,,,,,87,30,33.29999924,56.20000076,59.59999847,"3,296,526.25","3,657,784.25",0,"379,474.5","1,294,767","20,017.5918","2,001,759",false,,Compliant,,115.34,1.05
27815,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Madison Place Apartments,1813 19th Ave,Seattle,WA,98112,5707500105,3,Central,47.61792,-122.3078,1989,1,5,"38,560",0,"38,560",Multifamily Housing,Multifamily Housing,"31,769",,,,,,72,25.89999962,27.20000076,81.19999695,85.5,"821,860.5","865,356.125",0,"240,873.5","821,860",0,0,false,,Compliant,,5.73,0.15
27816,2016,NonResidential,Other,Son Shone Inn,1808 18th Ave,Seattle,WA,98122,5707500120,3,Central,47.61796,-122.30847,1911,1,3,"25,200",0,"25,200",Other - Lodging/Residential,Other - Lodging/Residential,"25,200",,,,,,,49.29999924,55.79999924,75.09999847,82,"1,242,666.25","1,407,294.875",0,"82,411.5","281,188","9,614.780273","961,478",false,,Compliant,,53.02,2.1
27821,2016,NonResidential,Supermarket / Grocery Store,70500866 -- Northgate,11100 Roosevelt Way NE,Seattle,WA,98125,5724500615,5,North,47.70941,-122.31707,1996,1,1,"44,755",0,"44,755",Supermarket/Grocery Store,Supermarket/Grocery Store,"46,978",,,,,,56,245.1999969,254.1999969,521,527.2999878,"11,521,140","11,943,740",0,"1,736,110.75","5,923,610","55,975.28906","5,597,529",false,,Compliant,,338.58,7.57
27825,2016,NonResidential,Other,AKER'S VOLKS-PORSCHE REPAIR (ID27825),1414 BROADWAY,Seattle,WA,98122,6003000020,3,EAST,47.61340332,-122.3203506,1907,1,2,"22,320",0,"22,320","Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)","22,320",,,,,,,9.399999619,10.30000019,22.70000076,23.70000076,"209,644.9063","230,988.9063",0,"40,236.19922","137,286",723.5900269,"72,359",false,,Compliant,,4.8,0.22
27828,2016,NonResidential,Mixed Use Property,905 E Pike St,905 E Pike St,Seattle,WA,98122,6003000035,3,EAST,47.6139,-122.32034,1912,1,3,"24,000",0,"24,000","Office, Other, Retail Store",Office,"12,000",Other,"6,000",Retail Store,"6,000",,,38.79999924,39.70000076,117.0999985,118,"932,083.5","952,583.5",0,"256,742.2031","876,004",560.789978,"56,079",false,,Compliant,,9.09,0.38
27830,2016,NonResidential,Small- and Mid-Sized Office,ELYSIAN BREWING CO & OFFICES,1221 E Pike St.,Seattle,WA,98122,6003000070,3,EAST,47.61393,-122.31589,1920,1,3,"23,422",0,"23,422",Office,Office,"23,422",,,,,,65,115.4000015,123.9000015,151,159.1000061,"2,701,872","2,902,229",0,"97,975.39844","334,292","23,675.80078","2,367,580",false,,Compliant,,128.07,5.47
27833,2016,NonResidential,Other,Sound Mental Health,1600 East Olive St,Seattle,WA,98122,7234600405,3,EAST,47.61674,-122.31111,1975,5,2,"38,879","11,328","27,551",Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,"38,879",,,,,,,86.69999695,91.69999695,266.1000061,281.7000122,"3,371,659.75","3,564,727.5",0,"954,597.6875","3,257,087","1,145.719971","114,572",false,,Compliant,,28.79,0.74
27836,2016,Multifamily LR (1-4),Low-Rise Multifamily,Marquis Cooperative Apartments,1605 East Olive Street,Seattle,WA,98122,7234600475,3,EAST,47.61616,-122.3111,1926,1,3,"40,112",0,"40,112",Multifamily Housing,Multifamily Housing,"40,112",,,,,,97,34,38.59999847,49.90000153,54.90000153,"1,361,864.625","1,546,527.75",0,"79,941.79688","272,761","10,891.03125","1,089,103",false,,Compliant,,59.74,1.49
27837,2016,Multifamily LR (1-4),Low-Rise Multifamily,Cascadia Apartments,1621 17th Avenue,Seattle,WA,98122,7234600490,3,EAST,47.61598,-122.31034,1924,1,3,"25,808",0,"25,808",Multifamily Housing,Multifamily Housing,"25,808",,,,,,80,35.59999847,38.40000153,78.5,85.90000153,"918,943.875","990,856.3125",0,"148,875.7031","507,964","4,109.800293","410,980",false,,Compliant,,25.37,0.98
27838,2016,NonResidential,Mixed Use Property,Madison Crossing,1600 E. Madison St.,Seattle,WA,98122,7234600515,3,EAST,47.61554,-122.31098,1998,1,5,"53,034","14,625","38,409","Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,"22,486",Supermarket/Grocery Store,"14,257",Parking,"13,308",,93,92.30000305,95.69999695,215.8999939,218.6000061,"3,392,129","3,518,099.75",0,"613,020.125","2,091,625","13,005.04004","1,300,504",false,,Compliant,,83.65,1.58
27843,2016,Multifamily MR (5-9),Mid-Rise Multifamily,OLYMPIAN APTS (ID27843),1605 E MADISON ST,Seattle,WA,98122,7234600545,3,CENTRAL,47.6149,-122.31104,1912,1,6,"48,700",0,"48,700",Multifamily Housing,Multifamily Housing,"44,644",,,,,,93,32.29999924,36.70000076,64.59999847,71.80000305,"1,441,091.875","1,636,686.25",0,"191,958.9063","654,964","7,861.280273","786,128",false,,Compliant,,46.32,0.95
27844,2016,Multifamily LR (1-4),Low-Rise Multifamily,The Madkin,1625 E Madison St,Seattle,WA,98122,7234600570,3,CENTRAL,47.61538,-122.31034,1904,1,3,"25,536",0,"25,536",Multifamily Housing,Multifamily Housing,"25,536",,,,,,56,70.69999695,79.80000305,88,97.80000305,"1,805,138.875","2,037,554",0,"49,323.80078","168,293","16,368.45996","1,636,846",false,,Compliant,,88.11,3.45
27845,2016,Multifamily HR (10+),High-Rise Multifamily,(ID27845) COUNCIL HOUSE,1501 17TH AVE,Seattle,WA,98122,7234600600,3,CENTRAL,47.61455,-122.31043,1972,1,12,"93,021",0,"93,021","Multifamily Housing, Parking",Multifamily Housing,"87,450",Parking,"5,571",,,,14,64.69999695,69.09999847,171,182.8999939,"5,656,232","6,040,881.5",0,"1,263,898.125","4,312,420","13,438.10938","1,343,811",false,,Compliant,,101.43,1.09
27863,2016,Multifamily LR (1-4),Low-Rise Multifamily,Barbara Frietchie Co-op,1100 17th Ave,Seattle,WA,98122,7234600855,3,CENTRAL,47.61175,-122.3098,1929,1,4,"23,616",0,"23,616",Multifamily Housing,Multifamily Housing,"23,616",,,,,,76,49.20000076,56.29999924,67.69999695,75.09999847,"1,161,814.625","1,328,957.75",0,"53,055.30078","181,025","9,807.899414","980,790",false,,Compliant,,53.35,2.26
27868,2016,Multifamily LR (1-4),Low-Rise Multifamily,Park Royal Apartments,1503 18th Avenue,Seattle,WA,98122,7234601035,3,CENTRAL,47.61433,-122.30921,1988,1,4,"28,080",0,"28,080",Multifamily Housing,Multifamily Housing,"24,865",,,,,,63,29.39999962,30.29999924,92.30000305,95.30000305,"730,765","754,629",0,"214,175","730,765",0,0,false,,Compliant,,5.09,0.18
